2020-04-26 02:04:486 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 20:04:320 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (fe1a3e385788f913b666f8a8b6d2c474)] -> css selector: input#txtPassword]
2020-04-27 20:04:491 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (fe1a3e385788f913b666f8a8b6d2c474)] -> css selector: input.button]
2020-04-27 20:04:615 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 20:04:906 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (7c8bdbaaeaf24d8e71b863460ba9060d)] -> css selector: input#txtUsername]
2020-04-27 20:04:99 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (7c8bdbaaeaf24d8e71b863460ba9060d)] -> css selector: input#txtPassword]
2020-04-27 20:04:12 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (7c8bdbaaeaf24d8e71b863460ba9060d)] -> css selector: input.button]
2020-04-27 20:04:948 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (7c8bdbaaeaf24d8e71b863460ba9060d)] -> css selector: a.panelTrigger]
2020-04-27 20:04:545 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 21:04:136 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:193 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (d7002e3280e8b944a598d46272a781f0)] -> css selector: input#txtUsername]
2020-04-27 21:04:385 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (d7002e3280e8b944a598d46272a781f0)] -> css selector: input#txtPassword]
2020-04-27 21:04:97 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (d7002e3280e8b944a598d46272a781f0)] -> css selector: input.button]
2020-04-27 21:04:459 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (d7002e3280e8b944a598d46272a781f0)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 21:04:266 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (d7002e3280e8b944a598d46272a781f0)] -> link text: Add Employee]
2020-04-27 21:04:981 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:262 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (1bbc75da21b46e560a9d09c2e683107c)] -> css selector: input#txtUsername]
2020-04-27 21:04:422 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (1bbc75da21b46e560a9d09c2e683107c)] -> css selector: input#txtPassword]
2020-04-27 21:04:425 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (1bbc75da21b46e560a9d09c2e683107c)] -> css selector: input.button]
2020-04-27 21:04:901 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:24 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (76fd583236e1d5d70e05742a77067fd7)] -> css selector: input#txtUsername]
2020-04-27 21:04:220 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (76fd583236e1d5d70e05742a77067fd7)] -> css selector: input#txtPassword]
2020-04-27 21:04:842 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (76fd583236e1d5d70e05742a77067fd7)] -> css selector: input.button]
2020-04-27 21:04:952 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (76fd583236e1d5d70e05742a77067fd7)] -> css selector: a.panelTrigger]
2020-04-27 21:04:174 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 21:04:889 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:675 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (6962a510eb5819f8ad12bcd0540dd0e2)] -> css selector: input#txtUsername]
2020-04-27 21:04:824 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (6962a510eb5819f8ad12bcd0540dd0e2)] -> css selector: input#txtPassword]
2020-04-27 21:04:156 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (6962a510eb5819f8ad12bcd0540dd0e2)] -> css selector: input.button]
2020-04-27 21:04:510 INFO  AccountPage :31 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (6962a510eb5819f8ad12bcd0540dd0e2)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 21:04:702 INFO  AccountPage :36 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (6962a510eb5819f8ad12bcd0540dd0e2)] -> link text: Add Employee]
2020-04-27 21:04:429 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:260 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (5a2e655ded46590e105b24d8391177a3)] -> css selector: input#txtUsername]
2020-04-27 21:04:432 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (5a2e655ded46590e105b24d8391177a3)] -> css selector: input#txtPassword]
2020-04-27 21:04:42 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (5a2e655ded46590e105b24d8391177a3)] -> css selector: input.button]
2020-04-27 21:04:246 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:355 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (048878591b07b9fda216160052b6dc1b)] -> css selector: input#txtUsername]
2020-04-27 21:04:480 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (048878591b07b9fda216160052b6dc1b)] -> css selector: input#txtPassword]
2020-04-27 21:04:331 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (048878591b07b9fda216160052b6dc1b)] -> css selector: input.button]
2020-04-27 21:04:627 INFO  AccountPage :56 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (048878591b07b9fda216160052b6dc1b)] -> css selector: a.panelTrigger]
2020-04-27 21:04:467 INFO  AccountPage :62 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 21:04:46 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:715 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (e72f10b7ec38b471c9cbcccee956c3fb)] -> css selector: input#txtUsername]
2020-04-27 21:04:884 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (e72f10b7ec38b471c9cbcccee956c3fb)] -> css selector: input#txtPassword]
2020-04-27 21:04:918 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (e72f10b7ec38b471c9cbcccee956c3fb)] -> css selector: input.button]
2020-04-27 21:04:228 INFO  AccountPage :33 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (e72f10b7ec38b471c9cbcccee956c3fb)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 21:04:409 INFO  AccountPage :39 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (e72f10b7ec38b471c9cbcccee956c3fb)] -> link text: Add Employee]
2020-04-27 21:04:185 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:119 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (14d1d822816043c418c1dde08f461b74)] -> css selector: input#txtUsername]
2020-04-27 21:04:250 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (14d1d822816043c418c1dde08f461b74)] -> css selector: input#txtPassword]
2020-04-27 21:04:446 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (14d1d822816043c418c1dde08f461b74)] -> css selector: input.button]
2020-04-27 21:04:249 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:209 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (d09d7001422363e92bd6189ef5a34c1e)] -> css selector: input#txtUsername]
2020-04-27 21:04:343 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (d09d7001422363e92bd6189ef5a34c1e)] -> css selector: input#txtPassword]
2020-04-27 21:04:259 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (d09d7001422363e92bd6189ef5a34c1e)] -> css selector: input.button]
2020-04-27 21:04:391 INFO  AccountPage :57 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (d09d7001422363e92bd6189ef5a34c1e)] -> css selector: a.panelTrigger]
2020-04-27 21:04:497 INFO  AccountPage :63 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 21:04:582 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:719 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (81b4c936df580dbdd25610c6b641de81)] -> css selector: input#txtUsername]
2020-04-27 21:04:845 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (81b4c936df580dbdd25610c6b641de81)] -> css selector: input#txtPassword]
2020-04-27 21:04:927 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (81b4c936df580dbdd25610c6b641de81)] -> css selector: input.button]
2020-04-27 21:04:229 INFO  AccountPage :33 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (81b4c936df580dbdd25610c6b641de81)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 21:04:917 INFO  AccountPage :39 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (81b4c936df580dbdd25610c6b641de81)] -> link text: Add Employee]
2020-04-27 21:04:859 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:505 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (e923b2e4d75a6f95edabccd2b8547565)] -> css selector: input#txtUsername]
2020-04-27 21:04:643 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (e923b2e4d75a6f95edabccd2b8547565)] -> css selector: input#txtPassword]
2020-04-27 21:04:869 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (e923b2e4d75a6f95edabccd2b8547565)] -> css selector: input.button]
2020-04-27 21:04:813 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:491 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (79e0dee5d8074e72bf7a4b54a66d7e87)] -> css selector: input#txtUsername]
2020-04-27 21:04:629 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (79e0dee5d8074e72bf7a4b54a66d7e87)] -> css selector: input#txtPassword]
2020-04-27 21:04:822 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (79e0dee5d8074e72bf7a4b54a66d7e87)] -> css selector: input.button]
2020-04-27 21:04:769 INFO  AccountPage :57 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (79e0dee5d8074e72bf7a4b54a66d7e87)] -> css selector: a.panelTrigger]
2020-04-27 21:04:605 INFO  AccountPage :63 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 21:04:189 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:712 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (22580b375bcd7fb89c00993e3bb68c3a)] -> css selector: input#txtUsername]
2020-04-27 21:04:838 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (22580b375bcd7fb89c00993e3bb68c3a)] -> css selector: input#txtPassword]
2020-04-27 21:04:356 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (22580b375bcd7fb89c00993e3bb68c3a)] -> css selector: input.button]
2020-04-27 21:04:469 INFO  AccountPage :33 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (22580b375bcd7fb89c00993e3bb68c3a)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 21:04:186 INFO  AccountPage :39 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (22580b375bcd7fb89c00993e3bb68c3a)] -> link text: Add Employee]
2020-04-27 21:04:388 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:167 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (67c4060aee36b85d78125cc5be7c61cc)] -> css selector: input#txtUsername]
2020-04-27 21:04:301 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (67c4060aee36b85d78125cc5be7c61cc)] -> css selector: input#txtPassword]
2020-04-27 21:04:602 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (67c4060aee36b85d78125cc5be7c61cc)] -> css selector: input.button]
2020-04-27 21:04:269 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:48 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (14ffa59b7dd18e56f4ff5a60778f53c2)] -> css selector: input#txtUsername]
2020-04-27 21:04:187 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (14ffa59b7dd18e56f4ff5a60778f53c2)] -> css selector: input#txtPassword]
2020-04-27 21:04:655 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (14ffa59b7dd18e56f4ff5a60778f53c2)] -> css selector: input.button]
2020-04-27 21:04:776 INFO  AccountPage :57 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (14ffa59b7dd18e56f4ff5a60778f53c2)] -> css selector: a.panelTrigger]
2020-04-27 21:04:238 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:296 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (42852286e5f1ae629f522b5edc9ed1a0)] -> css selector: input#txtUsername]
2020-04-27 21:04:428 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (42852286e5f1ae629f522b5edc9ed1a0)] -> css selector: input#txtPassword]
2020-04-27 21:04:764 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (42852286e5f1ae629f522b5edc9ed1a0)] -> css selector: input.button]
2020-04-27 21:04:141 INFO  AccountPage :33 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (42852286e5f1ae629f522b5edc9ed1a0)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 21:04:153 INFO  AccountPage :39 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (42852286e5f1ae629f522b5edc9ed1a0)] -> link text: Add Employee]
2020-04-27 21:04:990 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:785 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (ee93f85d66b506a535efd8f2eb686da5)] -> css selector: input#txtUsername]
2020-04-27 21:04:920 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (ee93f85d66b506a535efd8f2eb686da5)] -> css selector: input#txtPassword]
2020-04-27 21:04:360 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (ee93f85d66b506a535efd8f2eb686da5)] -> css selector: input.button]
2020-04-27 21:04:599 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:531 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (dc93bf5ed0a9a6801e9e3b9aa14a53c8)] -> css selector: input#txtUsername]
2020-04-27 21:04:670 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (dc93bf5ed0a9a6801e9e3b9aa14a53c8)] -> css selector: input#txtPassword]
2020-04-27 21:04:368 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (dc93bf5ed0a9a6801e9e3b9aa14a53c8)] -> css selector: input.button]
2020-04-27 21:04:492 INFO  AccountPage :57 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (dc93bf5ed0a9a6801e9e3b9aa14a53c8)] -> css selector: a.panelTrigger]
2020-04-27 21:04:189 INFO  AccountPage :64 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Logout')]'
2020-04-27 21:04:20 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:179 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (b4bd8bcec22fd397ea07f59b6ffc070d)] -> css selector: input#txtUsername]
2020-04-27 21:04:342 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (b4bd8bcec22fd397ea07f59b6ffc070d)] -> css selector: input#txtPassword]
2020-04-27 21:04:150 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (b4bd8bcec22fd397ea07f59b6ffc070d)] -> css selector: input.button]
2020-04-27 21:04:51 INFO  AccountPage :34 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (b4bd8bcec22fd397ea07f59b6ffc070d)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 21:04:241 INFO  AccountPage :40 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (b4bd8bcec22fd397ea07f59b6ffc070d)] -> link text: Add Employee]
2020-04-27 21:04:186 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:863 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (8e382c647f4cf6ece6e8a507155e4d40)] -> css selector: input#txtUsername]
2020-04-27 21:04:993 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (8e382c647f4cf6ece6e8a507155e4d40)] -> css selector: input#txtPassword]
2020-04-27 21:04:350 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (8e382c647f4cf6ece6e8a507155e4d40)] -> css selector: input.button]
2020-04-27 21:04:156 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:561 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (6df738e01551eff4b66dd8a1a2d9380e)] -> css selector: input#txtUsername]
2020-04-27 21:04:707 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (6df738e01551eff4b66dd8a1a2d9380e)] -> css selector: input#txtPassword]
2020-04-27 21:04:190 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (6df738e01551eff4b66dd8a1a2d9380e)] -> css selector: input.button]
2020-04-27 21:04:336 INFO  AccountPage :58 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (6df738e01551eff4b66dd8a1a2d9380e)] -> css selector: a.panelTrigger]
2020-04-27 21:04:831 INFO  AccountPage :65 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.linkText: Logout'
2020-04-27 21:04:958 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:685 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (e2a22ae84b1a5008ea09454e4d5b9ab6)] -> css selector: input#txtUsername]
2020-04-27 21:04:818 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (e2a22ae84b1a5008ea09454e4d5b9ab6)] -> css selector: input#txtPassword]
2020-04-27 21:04:322 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (e2a22ae84b1a5008ea09454e4d5b9ab6)] -> css selector: input.button]
2020-04-27 21:04:469 INFO  AccountPage :34 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (e2a22ae84b1a5008ea09454e4d5b9ab6)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 21:04:385 INFO  AccountPage :40 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (e2a22ae84b1a5008ea09454e4d5b9ab6)] -> link text: Add Employee]
2020-04-27 21:04:876 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:517 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (02c76e0cbff45b394556bc1a1cf0346e)] -> css selector: input#txtUsername]
2020-04-27 21:04:649 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (02c76e0cbff45b394556bc1a1cf0346e)] -> css selector: input#txtPassword]
2020-04-27 21:04:867 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (02c76e0cbff45b394556bc1a1cf0346e)] -> css selector: input.button]
2020-04-27 21:04:895 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 21:04:408 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (3e3516db53469763d91d5aa92be20983)] -> css selector: input#txtUsername]
2020-04-27 21:04:536 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (3e3516db53469763d91d5aa92be20983)] -> css selector: input#txtPassword]
2020-04-27 21:04:89 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (3e3516db53469763d91d5aa92be20983)] -> css selector: input.button]
2020-04-27 21:04:359 INFO  AccountPage :58 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (3e3516db53469763d91d5aa92be20983)] -> css selector: a.panelTrigger]
2020-04-27 22:04:943 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 22:04:795 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (8e07573438b7e2bab6678a35d94d01b9)] -> css selector: input#txtUsername]
2020-04-27 22:04:922 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (8e07573438b7e2bab6678a35d94d01b9)] -> css selector: input#txtPassword]
2020-04-27 22:04:475 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (8e07573438b7e2bab6678a35d94d01b9)] -> css selector: input.button]
2020-04-27 22:04:758 INFO  AccountPage :34 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (8e07573438b7e2bab6678a35d94d01b9)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 22:04:523 INFO  AccountPage :40 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (8e07573438b7e2bab6678a35d94d01b9)] -> link text: Add Employee]
2020-04-27 22:04:497 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 22:04:886 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (481c2d371b6088767558e4508e426b41)] -> css selector: input#txtUsername]
2020-04-27 22:04:28 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (481c2d371b6088767558e4508e426b41)] -> css selector: input#txtPassword]
2020-04-27 22:04:326 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (481c2d371b6088767558e4508e426b41)] -> css selector: input.button]
2020-04-27 22:04:105 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 22:04:427 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (4928e7f2da2e48e29bb80e04e40763bf)] -> css selector: input#txtUsername]
2020-04-27 22:04:546 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (4928e7f2da2e48e29bb80e04e40763bf)] -> css selector: input#txtPassword]
2020-04-27 22:04:996 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (4928e7f2da2e48e29bb80e04e40763bf)] -> css selector: input.button]
2020-04-27 22:04:82 INFO  AccountPage :58 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (4928e7f2da2e48e29bb80e04e40763bf)] -> css selector: a.panelTrigger]
2020-04-27 22:04:388 INFO  AccountPage :65 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.linkText: Logout'
2020-04-27 22:04:557 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 22:04:212 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (50796ec154b7c91c8b2d9106bafb75b5)] -> css selector: input#txtUsername]
2020-04-27 22:04:360 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (50796ec154b7c91c8b2d9106bafb75b5)] -> css selector: input#txtPassword]
2020-04-27 22:04:854 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (50796ec154b7c91c8b2d9106bafb75b5)] -> css selector: input.button]
2020-04-27 22:04:49 INFO  AccountPage :34 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (50796ec154b7c91c8b2d9106bafb75b5)] -> xpath: //b[contains(text(),'PIM')]]
2020-04-27 22:04:704 INFO  AccountPage :40 - Clicking on pim button : [[ChromeDriver: chrome on WINDOWS (50796ec154b7c91c8b2d9106bafb75b5)] -> link text: Add Employee]
2020-04-27 22:04:920 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 22:04:599 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (34ae7806256ae364d30e7014ce46316a)] -> css selector: input#txtUsername]
2020-04-27 22:04:727 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (34ae7806256ae364d30e7014ce46316a)] -> css selector: input#txtPassword]
2020-04-27 22:04:775 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (34ae7806256ae364d30e7014ce46316a)] -> css selector: input.button]
2020-04-27 22:04:321 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 22:04:991 INFO  HomePage :48 - Clicking and send text to Adminusername field [[ChromeDriver: chrome on WINDOWS (a0c6937d5a79810b26d1b722eae63f41)] -> css selector: input#txtUsername]
2020-04-27 22:04:117 INFO  HomePage :54 - Click and send password admin123 to password field [[ChromeDriver: chrome on WINDOWS (a0c6937d5a79810b26d1b722eae63f41)] -> css selector: input#txtPassword]
2020-04-27 22:04:475 INFO  HomePage :60 - Clicking on Login button :[[ChromeDriver: chrome on WINDOWS (a0c6937d5a79810b26d1b722eae63f41)] -> css selector: input.button]
2020-04-27 22:04:719 INFO  AccountPage :58 - Clicking on Welcome Admin [[ChromeDriver: chrome on WINDOWS (a0c6937d5a79810b26d1b722eae63f41)] -> css selector: a.panelTrigger]
2020-04-27 22:04:307 INFO  AccountPage :65 - Clicking on Logout button Proxy element for: DefaultElementLocator 'By.linkText: Logout'
2020-04-27 22:04:974 INFO  BrowserSelector :18 - Launching Chrome Browser
